date,guest_name,category,artist,title,url
Mon 28 Feb 1977,Merle Park,book,n/a,Fowler's Modern English Usage - Henry W Fowler,https://www.bbc.co.uk/programmes/p009mt4c
Mon 28 Feb 1977,Merle Park,luxury,n/a,Piano,https://www.bbc.co.uk/programmes/p009mt4c
Mon 21 Feb 1977,Egon Ronay,song,Claude Debussy,Clair de lune (from Suite bergamasque),https://www.bbc.co.uk/programmes/p009mzx6
Mon 21 Feb 1977,Egon Ronay,song,not listed,Evening in Transylvania (from Ten Easy Pieces),https://www.bbc.co.uk/programmes/p009mzx6
Mon 21 Feb 1977,Egon Ronay,song,Ludwig van Beethoven,Symphony No. 2 in D major,https://www.bbc.co.uk/programmes/p009mzx6
Mon 21 Feb 1977,Egon Ronay,song,Johann Sebastian Bach,Brandenburg Concerto No. 4 In G Major,https://www.bbc.co.uk/programmes/p009mzx6
Mon 21 Feb 1977,Egon Ronay,song,Ottorino Respighi,Roman Festivals - 3rd movement,https://www.bbc.co.uk/programmes/p009mzx6
Mon 21 Feb 1977,Egon Ronay,song,Hungarian Radio and Television Symphony Orchestra,Variations on a Hungarian Folksong,https://www.bbc.co.uk/programmes/p009mzx6
Mon 21 Feb 1977,Egon Ronay,song,Sergei Prokofiev,Dance of the Knights (from Romeo and Juliet),https://www.bbc.co.uk/programmes/p009mzx6
Mon 21 Feb 1977,Egon Ronay,song,Aram Khachaturian,Piano Concerto in D flat major,https://www.bbc.co.uk/programmes/p009mzx6
Mon 21 Feb 1977,Egon Ronay,book,n/a,War and Peace - Leo Tolstoy,https://www.bbc.co.uk/programmes/p009mzx6
Mon 21 Feb 1977,Egon Ronay,luxury,n/a,Champagne,https://www.bbc.co.uk/programmes/p009mzx6
Mon 14 Feb 1977,John Curry,song,Claude Debussy,Prélude à l'après midi d'un faune,https://www.bbc.co.uk/programmes/p009mzxt
Mon 14 Feb 1977,John Curry,song,Richard Strauss,September (from Four Last Songs),https://www.bbc.co.uk/programmes/p009mzxt
Mon 14 Feb 1977,John Curry,song,The Beach Boys,Cuddle Up,https://www.bbc.co.uk/programmes/p009mzxt
Mon 14 Feb 1977,John Curry,song,Peter Ilyich Tchaikovsky,Symphony No. 6 in B minor 'Pathétique',https://www.bbc.co.uk/programmes/p009mzxt
Mon 14 Feb 1977,John Curry,song,Tomaso Giovanni Albinoni,Trumpet Concerto in B Flat,https://www.bbc.co.uk/programmes/p009mzxt
Mon 14 Feb 1977,John Curry,song,Angela Lansbury,Some People,https://www.bbc.co.uk/programmes/p009mzxt
Mon 14 Feb 1977,John Curry,song,Gustav Mahler,Das Lied von der Erde (Song of the Earth),https://www.bbc.co.uk/programmes/p009mzxt
Mon 14 Feb 1977,John Curry,song,Antonio Vivaldi,Concerto for Two Violins in A minor,https://www.bbc.co.uk/programmes/p009mzxt
Mon 14 Feb 1977,John Curry,book,n/a,Transcript of the Erhard Seminar Training Course - Werner H Erhard,https://www.bbc.co.uk/programmes/p009mzxt
Mon 14 Feb 1977,John Curry,luxury,n/a,Pencils and paper,https://www.bbc.co.uk/programmes/p009mzxt
Mon 7 Feb 1977,Barry Tuckwell,song,Sergei Prokofiev,Symphony-Concerto in E minor,https://www.bbc.co.uk/programmes/p009mzyg
Mon 7 Feb 1977,Barry Tuckwell,song,Johannes Brahms,Serenade No. 1 in D major,https://www.bbc.co.uk/programmes/p009mzyg
Mon 7 Feb 1977,Barry Tuckwell,song,Arnold Schoenberg,"String Trio, Op. 45",https://www.bbc.co.uk/programmes/p009mzyg
Mon 7 Feb 1977,Barry Tuckwell,song,Ludwig van Beethoven,"String Quartet No.14 in C sharp minor, Op. 131",https://www.bbc.co.uk/programmes/p009mzyg
Mon 7 Feb 1977,Barry Tuckwell,song,Franz Schubert,Symphony No. 9 in C major 'Great',https://www.bbc.co.uk/programmes/p009mzyg
Mon 7 Feb 1977,Barry Tuckwell,song,Robert Schumann,Fantasia in C major,https://www.bbc.co.uk/programmes/p009mzyg
Mon 7 Feb 1977,Barry Tuckwell,song,Jean Sibelius,Symphony No. 4 in A minor,https://www.bbc.co.uk/programmes/p009mzyg
Mon 7 Feb 1977,Barry Tuckwell,song,Richard Strauss,September (from Four Last Songs),https://www.bbc.co.uk/programmes/p009mzyg
Mon 7 Feb 1977,Barry Tuckwell,book,n/a,Gulliver's Travels - Jonathan Swift,https://www.bbc.co.uk/programmes/p009mzyg
Mon 7 Feb 1977,Barry Tuckwell,luxury,n/a,Family photo album,https://www.bbc.co.uk/programmes/p009mzyg
Mon 31 Jan 1977,Roy Dotrice,song,John Dowland,Mignarda,https://www.bbc.co.uk/programmes/p009mzz2
Mon 31 Jan 1977,Roy Dotrice,song,Ralph McTell,The Streets Of London,https://www.bbc.co.uk/programmes/p009mzz2
Mon 31 Jan 1977,Roy Dotrice,song,"Benedictine Monks of the Abbey of St. Maurice & St. Maur, Clervaux",Angelus Autem Domini,https://www.bbc.co.uk/programmes/p009mzz2
Mon 31 Jan 1977,Roy Dotrice,song,Frank Sinatra,Only The Lonely,https://www.bbc.co.uk/programmes/p009mzz2
Mon 31 Jan 1977,Roy Dotrice,song,Gustav Mahler,Symphony No. 8 in E flat major 'Symphony of a Thousand',https://www.bbc.co.uk/programmes/p009mzz2
Mon 31 Jan 1977,Roy Dotrice,song,Johann Sebastian Bach,Orchestral Suite No. 3 in D major,https://www.bbc.co.uk/programmes/p009mzz2
Mon 31 Jan 1977,Roy Dotrice,song,George Butterworth,A Shropshire Lad,https://www.bbc.co.uk/programmes/p009mzz2
Mon 31 Jan 1977,Roy Dotrice,song,Dylan Thomas,Do Not Go Gentle into that Good Night,https://www.bbc.co.uk/programmes/p009mzz2
Mon 31 Jan 1977,Roy Dotrice,book,n/a,The Complete Angler - Isaac Walton,https://www.bbc.co.uk/programmes/p009mzz2
Mon 31 Jan 1977,Roy Dotrice,luxury,n/a,Evening dress suit,https://www.bbc.co.uk/programmes/p009mzz2
Mon 24 Jan 1977,Michael Holroyd,song,"Leslie ""Hutch"" Hutchinson","Dinner For One Please, James",https://www.bbc.co.uk/programmes/p009n003
Mon 24 Jan 1977,Michael Holroyd,song,Richard Wagner,Ride of the Valkyries (Die Walküre),https://www.bbc.co.uk/programmes/p009n003
Mon 24 Jan 1977,Michael Holroyd,song,not listed,String Quartet No. 2 in E Flat,https://www.bbc.co.uk/programmes/p009n003
Mon 24 Jan 1977,Michael Holroyd,song,Benjamin Britten,Variations On A Theme Of Frank Bridge,https://www.bbc.co.uk/programmes/p009n003
Mon 24 Jan 1977,Michael Holroyd,song,Ludwig van Beethoven,"String Quartet No. 16 in F major, Op. 135",https://www.bbc.co.uk/programmes/p009n003
Mon 24 Jan 1977,Michael Holroyd,song,Sergei Prokofiev,Piano Sonata No. 8 in B flat major,https://www.bbc.co.uk/programmes/p009n003
Mon 24 Jan 1977,Michael Holroyd,song,Franz Schubert,String Quintet in C major,https://www.bbc.co.uk/programmes/p009n003
Mon 24 Jan 1977,Michael Holroyd,song,Samuel Beckett,Malone Dies,https://www.bbc.co.uk/programmes/p009n003
Mon 24 Jan 1977,Michael Holroyd,book,n/a,The High Hill of the Muses - Hugh Kingsmill,https://www.bbc.co.uk/programmes/p009n003
Mon 24 Jan 1977,Michael Holroyd,luxury,n/a,Waterbed,https://www.bbc.co.uk/programmes/p009n003
Mon 17 Jan 1977,James Blades,song,Benjamin Britten,All people that on earth do dwell (from St Nicholas),https://www.bbc.co.uk/programmes/p009n00k
Mon 17 Jan 1977,James Blades,song,Ludwig van Beethoven,Coriolan Overture,https://www.bbc.co.uk/programmes/p009n00k
Mon 17 Jan 1977,James Blades,song,Lionel Hampton and Jess Stacey,Space Man,https://www.bbc.co.uk/programmes/p009n00k
Mon 17 Jan 1977,James Blades,song,Igor Stravinsky,The Soldier's Tale Suite,https://www.bbc.co.uk/programmes/p009n00k
Mon 17 Jan 1977,James Blades,song,not listed,The Chimes Of Big Ben,https://www.bbc.co.uk/programmes/p009n00k
Mon 17 Jan 1977,James Blades,song,Benjamin Britten,Timpani Piece For Jimmy,https://www.bbc.co.uk/programmes/p009n00k
Mon 17 Jan 1977,James Blades,song,Wolfgang Amadeus Mozart,Piano Concerto No. 22 in E flat major,https://www.bbc.co.uk/programmes/p009n00k
Mon 17 Jan 1977,James Blades,song,William Walton,Belshazzar's Feast,https://www.bbc.co.uk/programmes/p009n00k
Mon 17 Jan 1977,James Blades,book,n/a,Grove's Dictionary of Music and Musicians - Charles Groves,https://www.bbc.co.uk/programmes/p009n00k
Mon 17 Jan 1977,James Blades,luxury,n/a,Telescope,https://www.bbc.co.uk/programmes/p009n00k
Mon 10 Jan 1977,Robert Dougall,song,Ottorino Respighi,La Boutique Fantasque,https://www.bbc.co.uk/programmes/p009n017
Mon 10 Jan 1977,Robert Dougall,song,Jerome Kern,Smoke Gets In Your Eyes,https://www.bbc.co.uk/programmes/p009n017
Mon 10 Jan 1977,Robert Dougall,song,Gustav Holst,The Perfect Fool,https://www.bbc.co.uk/programmes/p009n017
Mon 10 Jan 1977,Robert Dougall,song,Charles Trenet,La Mer,https://www.bbc.co.uk/programmes/p009n017
Mon 10 Jan 1977,Robert Dougall,song,Henry Purcell,Birthday Ode 'Come ye sons of art away',https://www.bbc.co.uk/programmes/p009n017
Mon 10 Jan 1977,Robert Dougall,song,Fats Waller and His Rhythm,Your Feet's Too Big,https://www.bbc.co.uk/programmes/p009n017
Mon 10 Jan 1977,Robert Dougall,song,Recording Of Birdsong:,Nightingale,https://www.bbc.co.uk/programmes/p009n017
Mon 10 Jan 1977,Robert Dougall,song,Howard Marshall,Cricket Commentary By,https://www.bbc.co.uk/programmes/p009n017
Mon 10 Jan 1977,Robert Dougall,book,n/a,Volume on tropical flora and fauna,https://www.bbc.co.uk/programmes/p009n017
Mon 10 Jan 1977,Robert Dougall,luxury,n/a,Pair of field glasses,https://www.bbc.co.uk/programmes/p009n017
Mon 3 Jan 1977,Kenneth McKellar,song,Lander Capella Tuona Se Bois,Bern Lotschber-Simplon,https://www.bbc.co.uk/programmes/p009n023
Mon 3 Jan 1977,Kenneth McKellar,song,Johann Sebastian Bach,Mass in B minor - Sanctus,https://www.bbc.co.uk/programmes/p009n023
Mon 3 Jan 1977,Kenneth McKellar,song,Shakespeare/Quilter,O Mistress Mine,https://www.bbc.co.uk/programmes/p009n023
Mon 3 Jan 1977,Kenneth McKellar,song,William McGonagall,The Tay Bridge Disaster,https://www.bbc.co.uk/programmes/p009n023
Mon 3 Jan 1977,Kenneth McKellar,song,Jimmy Shand and His Band,"My Love Is Like A Red, Red Rose",https://www.bbc.co.uk/programmes/p009n023
Mon 3 Jan 1977,Kenneth McKellar,song,Betty Walker & Arlene Golonka,A Call From Long Island,https://www.bbc.co.uk/programmes/p009n023
Mon 3 Jan 1977,Kenneth McKellar,song,Beniamino Gigli,Core 'ngrato,https://www.bbc.co.uk/programmes/p009n023
Mon 3 Jan 1977,Kenneth McKellar,song,Richard Strauss,Frühling (from Four Last Songs),https://www.bbc.co.uk/programmes/p009n023
Mon 3 Jan 1977,Kenneth McKellar,book,n/a,Complete book of world cookery,https://www.bbc.co.uk/programmes/p009n023
Mon 3 Jan 1977,Kenneth McKellar,luxury,n/a,Bicycle,https://www.bbc.co.uk/programmes/p009n023
Mon 27 Dec 1976,Charlie Cairoli,song,Nat King Cole,"Darling, Je Vous Aime Beaucoup",https://www.bbc.co.uk/programmes/p009n02r
Mon 27 Dec 1976,Charlie Cairoli,song,Red Army Ensemble,Kalinka,https://www.bbc.co.uk/programmes/p009n02r
Mon 27 Dec 1976,Charlie Cairoli,song,not listed,Nuns' Chorus (from Casanova),https://www.bbc.co.uk/programmes/p009n02r
Mon 27 Dec 1976,Charlie Cairoli,song,not listed,Calling All Workers,https://www.bbc.co.uk/programmes/p009n02r
Mon 27 Dec 1976,Charlie Cairoli,song,Nicolai Gedda,"Amis, Ecoutez L'Hisoire",https://www.bbc.co.uk/programmes/p009n02r
Mon 27 Dec 1976,Charlie Cairoli,song,The Scaffold,Lily The Pink,https://www.bbc.co.uk/programmes/p009n02r
Mon 27 Dec 1976,Charlie Cairoli,song,Ludwig van Beethoven,"Piano Sonata No. 14 in C sharp minor, Op.27/2 'Moonlight'",https://www.bbc.co.uk/programmes/p009n02r
Mon 27 Dec 1976,Charlie Cairoli,song,Richard Strauss,Also Sprach Zarathustra,https://www.bbc.co.uk/programmes/p009n02r
Mon 27 Dec 1976,Charlie Cairoli,book,n/a,Survival manual,https://www.bbc.co.uk/programmes/p009n02r
Mon 27 Dec 1976,Charlie Cairoli,luxury,n/a,Champagne,https://www.bbc.co.uk/programmes/p009n02r
Mon 20 Dec 1976,Sir Denys Lasdun,song,Claudio Monteverdi,The Coronation of Poppea,https://www.bbc.co.uk/programmes/p009n046
Mon 20 Dec 1976,Sir Denys Lasdun,song,Johann Sebastian Bach,Orchestral Suite No. 2 in B minor,https://www.bbc.co.uk/programmes/p009n046
Mon 20 Dec 1976,Sir Denys Lasdun,song,Franz Schubert,String Quintet in C major,https://www.bbc.co.uk/programmes/p009n046
Mon 20 Dec 1976,Sir Denys Lasdun,song,Ludwig van Beethoven,"Grosse Fuge in B flat major, Op. 133",https://www.bbc.co.uk/programmes/p009n046
Mon 20 Dec 1976,Sir Denys Lasdun,song,Ludwig van Beethoven,Symphony No. 7 in A major,https://www.bbc.co.uk/programmes/p009n046
Mon 20 Dec 1976,Sir Denys Lasdun,song,Arnold Schoenberg,Wind Quintet,https://www.bbc.co.uk/programmes/p009n046
Mon 20 Dec 1976,Sir Denys Lasdun,song,Johnny Shines,I Don't Know,https://www.bbc.co.uk/programmes/p009n046
Mon 20 Dec 1976,Sir Denys Lasdun,song,Wolfgang Amadeus Mozart,Symphony No. 40 In G Minor,https://www.bbc.co.uk/programmes/p009n046
Mon 20 Dec 1976,Sir Denys Lasdun,book,n/a,A book about the night sky,https://www.bbc.co.uk/programmes/p009n046
Mon 20 Dec 1976,Sir Denys Lasdun,luxury,n/a,Telescope,https://www.bbc.co.uk/programmes/p009n046
Mon 13 Dec 1976,Gemma Jones,song,not listed,"Nocturne in E flat major, Op. 9/2",https://www.bbc.co.uk/programmes/p009mt54
Mon 13 Dec 1976,Gemma Jones,song,Gracie Fields,Fred Fannakapan,https://www.bbc.co.uk/programmes/p009mt54
Mon 13 Dec 1976,Gemma Jones,song,Mark Tinkler,Away In A Manger,https://www.bbc.co.uk/programmes/p009mt54
Mon 13 Dec 1976,Gemma Jones,song,Procol Harum,A Whiter Shade Of Pale,https://www.bbc.co.uk/programmes/p009mt54
Mon 13 Dec 1976,Gemma Jones,song,Carl Orff,"Veni, veni, venias (from Carmina Burana)",https://www.bbc.co.uk/programmes/p009mt54
Mon 13 Dec 1976,Gemma Jones,song,Bob Dylan,"Lay, Lady, Lay",https://www.bbc.co.uk/programmes/p009mt54
Mon 13 Dec 1976,Gemma Jones,song,Richard Wagner,Siegfried Idyll,https://www.bbc.co.uk/programmes/p009mt54
Mon 13 Dec 1976,Gemma Jones,song,Roberta Flack,Killing Me Softly (With His Song),https://www.bbc.co.uk/programmes/p009mt54
Mon 13 Dec 1976,Gemma Jones,book,n/a,The Oxford Book of English Verse,https://www.bbc.co.uk/programmes/p009mt54
Mon 13 Dec 1976,Gemma Jones,luxury,n/a,Armchair,https://www.bbc.co.uk/programmes/p009mt54
Mon 6 Dec 1976,Igor Kipnis,song,Johannes Brahms,Sonata No. 3 in F,https://www.bbc.co.uk/programmes/p009n04s
Mon 6 Dec 1976,Igor Kipnis,song,not listed,"Ballade No. 4 In F minor, Op. 52",https://www.bbc.co.uk/programmes/p009n04s
Mon 6 Dec 1976,Igor Kipnis,song,Vladimir Horowitz,Etincelles,https://www.bbc.co.uk/programmes/p009n04s
Mon 6 Dec 1976,Igor Kipnis,song,Wolfgang Amadeus Mozart,Symphony No. 35 in D major 'Haffner',https://www.bbc.co.uk/programmes/p009n04s
Mon 6 Dec 1976,Igor Kipnis,song,Maurice Ravel,L'enfant et les sortilèges,https://www.bbc.co.uk/programmes/p009n04s
Mon 6 Dec 1976,Igor Kipnis,song,not listed,Schlafend ein wonniges Weib (from Götterdämmerung),https://www.bbc.co.uk/programmes/p009n04s
Mon 6 Dec 1976,Igor Kipnis,song,Sergei Rachmaninov,"O cease thy singing, maiden fair, Op. 4/4",https://www.bbc.co.uk/programmes/p009n04s
Mon 6 Dec 1976,Igor Kipnis,song,Johann Sebastian Bach,Concerto in The Italian Style,https://www.bbc.co.uk/programmes/p009n04s
Mon 6 Dec 1976,Igor Kipnis,book,n/a,Under Milk Wood - Dylan Thomas,https://www.bbc.co.uk/programmes/p009n04s
Mon 6 Dec 1976,Igor Kipnis,luxury,n/a,Clavichord,https://www.bbc.co.uk/programmes/p009n04s
Mon 29 Nov 1976,Eric Idle,song,Joseph Haydn,Cello Concerto in C major,https://www.bbc.co.uk/programmes/p009mt68
Mon 29 Nov 1976,Eric Idle,song,Randy Newman,Marie,https://www.bbc.co.uk/programmes/p009mt68
Mon 29 Nov 1976,Eric Idle,song,Joni Mitchell,Carey,https://www.bbc.co.uk/programmes/p009mt68
Mon 29 Nov 1976,Eric Idle,song,Wolfgang Amadeus Mozart,Symphony No. 29 in A major,https://www.bbc.co.uk/programmes/p009mt68
Mon 29 Nov 1976,Eric Idle,song,Rod Stewart,I Don't Want To Talk About It,https://www.bbc.co.uk/programmes/p009mt68
Mon 29 Nov 1976,Eric Idle,song,Ry Cooder,It's All Over Now,https://www.bbc.co.uk/programmes/p009mt68
Mon 29 Nov 1976,Eric Idle,song,George Harrison,Dear One,https://www.bbc.co.uk/programmes/p009mt68
Mon 29 Nov 1976,Eric Idle,song,Edward Elgar,"Variations on an Original Theme, Op. 36: Variation IX ""Nimrod""",https://www.bbc.co.uk/programmes/p009mt68
Mon 29 Nov 1976,Eric Idle,book,n/a,Compendium of world philosophy,https://www.bbc.co.uk/programmes/p009mt68
Mon 29 Nov 1976,Eric Idle,luxury,n/a,Guitar,https://www.bbc.co.uk/programmes/p009mt68
Mon 22 Nov 1976,Anna Moffo,song,Wolfgang Amadeus Mozart,"Horn Concerto No. 1 in D major, K412",https://www.bbc.co.uk/programmes/p009n05f
Mon 22 Nov 1976,Anna Moffo,song,Frank Sinatra,Three Coins In The Fountain,https://www.bbc.co.uk/programmes/p009n05f
Mon 22 Nov 1976,Anna Moffo,song,Giuseppe Verdi,Sul fil d'un soffio etesio (from Falstaff),https://www.bbc.co.uk/programmes/p009n05f
Mon 22 Nov 1976,Anna Moffo,song,Peter Ilyich Tchaikovsky,Romeo and Juliet Fantasy Overture,https://www.bbc.co.uk/programmes/p009n05f
Mon 22 Nov 1976,Anna Moffo,song,Giacomo Puccini,"O, saro la piu bella! (from Manon Lescaut)",https://www.bbc.co.uk/programmes/p009n05f
Mon 22 Nov 1976,Anna Moffo,song,Maurice Ravel,Daphnis and Chloe,https://www.bbc.co.uk/programmes/p009n05f
Mon 22 Nov 1976,Anna Moffo,song,Lennie Tristano,C Minor Complex,https://www.bbc.co.uk/programmes/p009n05f
Mon 22 Nov 1976,Anna Moffo,song,Barbra Streisand,People,https://www.bbc.co.uk/programmes/p009n05f
Mon 22 Nov 1976,Anna Moffo,book,n/a,Divine Comedy - Dante Alighieri,https://www.bbc.co.uk/programmes/p009n05f
Mon 22 Nov 1976,Anna Moffo,luxury,n/a,Piano,https://www.bbc.co.uk/programmes/p009n05f
Mon 15 Nov 1976,Christopher Milne,song,Parish Church Of St Peters,Blessed Be The God and Father,https://www.bbc.co.uk/programmes/p009mt6y
Mon 15 Nov 1976,Christopher Milne,song,Felix Mendelssohn,I waited for the Lord (from Elijah),https://www.bbc.co.uk/programmes/p009mt6y
Mon 15 Nov 1976,Christopher Milne,song,Gioachino Rossini,Sonata for Strings No. 1 in G Major,https://www.bbc.co.uk/programmes/p009mt6y
Mon 15 Nov 1976,Christopher Milne,song,Pietro Mascagni,"Inneggiamo, il Signor (Easter Hymn) (from Cavalleria rusticana)",https://www.bbc.co.uk/programmes/p009mt6y
Mon 15 Nov 1976,Christopher Milne,song,Franz Schubert,Symphony No. 9 in C major 'Great',https://www.bbc.co.uk/programmes/p009mt6y
Mon 15 Nov 1976,Christopher Milne,song,King's College Chapel Choir,In Dulci Jubilo,https://www.bbc.co.uk/programmes/p009mt6y
Mon 15 Nov 1976,Christopher Milne,song,Ludwig van Beethoven,Symphony No. 8 In F Major,https://www.bbc.co.uk/programmes/p009mt6y
Mon 15 Nov 1976,Christopher Milne,song,Johannes Brahms,Symphony No. 2 in D Major,https://www.bbc.co.uk/programmes/p009mt6y
Mon 15 Nov 1976,Christopher Milne,book,n/a,Bevis: The Story of a Boy - Richard Jefferies,https://www.bbc.co.uk/programmes/p009mt6y
Mon 15 Nov 1976,Christopher Milne,luxury,n/a,Writing materials,https://www.bbc.co.uk/programmes/p009mt6y
Mon 8 Nov 1976,Anthony Quayle,song,John McCormack,There's A Long Long Trail,https://www.bbc.co.uk/programmes/p009n060
Mon 8 Nov 1976,Anthony Quayle,song,Flanagan and Allen,Underneath The Arches,https://www.bbc.co.uk/programmes/p009n060
Mon 8 Nov 1976,Anthony Quayle,song,Felix Mendelssohn,A Midsummer Nights Dream Overture,https://www.bbc.co.uk/programmes/p009n060
Mon 8 Nov 1976,Anthony Quayle,song,Wolfgang Amadeus Mozart,Symphony No. 40 In G Minor,https://www.bbc.co.uk/programmes/p009n060
Mon 8 Nov 1976,Anthony Quayle,song,Uffa Fox,Australia,https://www.bbc.co.uk/programmes/p009n060
Mon 8 Nov 1976,Anthony Quayle,song,Ella Fitzgerald,Manhattan,https://www.bbc.co.uk/programmes/p009n060
Mon 8 Nov 1976,Anthony Quayle,song,not listed,Recording Of The Song Of The Humpback Whale,https://www.bbc.co.uk/programmes/p009n060
Mon 8 Nov 1976,Anthony Quayle,song,Ludwig van Beethoven,Romance No. 2 in F major for Violin & Orchestra,https://www.bbc.co.uk/programmes/p009n060
Mon 8 Nov 1976,Anthony Quayle,book,n/a,The complete works - Edward Lear,https://www.bbc.co.uk/programmes/p009n060
Mon 8 Nov 1976,Anthony Quayle,luxury,n/a,Magnifying glass,https://www.bbc.co.uk/programmes/p009n060
Mon 1 Nov 1976,Lt-Colonel John Blashford-Snell,song,Mikis Theodorakis,Zorba's Dance (from Zorba the Greek),https://www.bbc.co.uk/programmes/p009n06l
Mon 1 Nov 1976,Lt-Colonel John Blashford-Snell,song,Ron Goodwin and His Concert Orchestra,Theme From Lawrence Of Arabia,https://www.bbc.co.uk/programmes/p009n06l
Mon 1 Nov 1976,Lt-Colonel John Blashford-Snell,song,Ambrose and His Orchestra,He Played His Ukelele As The Ship Went Down,https://www.bbc.co.uk/programmes/p009n06l
Mon 1 Nov 1976,Lt-Colonel John Blashford-Snell,song,Corps Of Royal Engineers Band,Hurrah For The CRE,https://www.bbc.co.uk/programmes/p009n06l
Mon 1 Nov 1976,Lt-Colonel John Blashford-Snell,song,Neil Diamond,Sky Bird,https://www.bbc.co.uk/programmes/p009n06l
Mon 1 Nov 1976,Lt-Colonel John Blashford-Snell,song,Antonín Dvořák,Symphony No. 9 in E minor 'From the New World',https://www.bbc.co.uk/programmes/p009n06l
Mon 1 Nov 1976,Lt-Colonel John Blashford-Snell,song,The Royal Scots Dragoon Guards,Amazing Grace,https://www.bbc.co.uk/programmes/p009n06l
Mon 1 Nov 1976,Lt-Colonel John Blashford-Snell,song,Edward Elgar,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory',https://www.bbc.co.uk/programmes/p009n06l
Mon 1 Nov 1976,Lt-Colonel John Blashford-Snell,book,n/a,The complete works - Rudyard Kipling,https://www.bbc.co.uk/programmes/p009n06l
Mon 1 Nov 1976,Lt-Colonel John Blashford-Snell,luxury,n/a,Malt whisky,https://www.bbc.co.uk/programmes/p009n06l
Mon 25 Oct 1976,Norman Bailey,song,Richard Wagner,Siegfried Idyll,https://www.bbc.co.uk/programmes/p009n071
Mon 25 Oct 1976,Norman Bailey,song,Ludwig van Beethoven,Symphony No. 9 in D minor 'Choral',https://www.bbc.co.uk/programmes/p009n071
Mon 25 Oct 1976,Norman Bailey,song,Henry Mancini & His Orchestra,Moon River,https://www.bbc.co.uk/programmes/p009n071
Mon 25 Oct 1976,Norman Bailey,song,Claude Debussy,Clair de lune (from Suite bergamasque),https://www.bbc.co.uk/programmes/p009n071
Mon 25 Oct 1976,Norman Bailey,song,Frank Sinatra,My Way,https://www.bbc.co.uk/programmes/p009n071
Mon 25 Oct 1976,Norman Bailey,song,Sergei Rachmaninov,Piano Concerto No. 2 in C Minor,https://www.bbc.co.uk/programmes/p009n071
Mon 25 Oct 1976,Norman Bailey,song,Seals & Crofts,Year Of Sunday,https://www.bbc.co.uk/programmes/p009n071
Mon 25 Oct 1976,Norman Bailey,song,Richard Wagner,Verachtet mir die Meister nicht (from Die Meistersinger von Nürnberg),https://www.bbc.co.uk/programmes/p009n071
Mon 25 Oct 1976,Norman Bailey,book,n/a,The Baha'i Revelation - Baha' i Allah,https://www.bbc.co.uk/programmes/p009n071
Mon 25 Oct 1976,Norman Bailey,luxury,n/a,Calculator,https://www.bbc.co.uk/programmes/p009n071
Mon 18 Oct 1976,Anthony Powell,song,Violet Loraine & George Robey,If You Were The Only Girl In The World,https://www.bbc.co.uk/programmes/p009n07j
Mon 18 Oct 1976,Anthony Powell,song,Elsie Morison,Were I Laid On Greenland's Coast,https://www.bbc.co.uk/programmes/p009n07j
Mon 18 Oct 1976,Anthony Powell,song,Giuseppe Verdi,La donna è mobile (from Rigoletto),https://www.bbc.co.uk/programmes/p009n07j
Mon 18 Oct 1976,Anthony Powell,song,not listed,Tales from the Vienna Woods,https://www.bbc.co.uk/programmes/p009n07j
Mon 18 Oct 1976,Anthony Powell,song,Alexander Borodin,Polovtsian Dances (from Prince Igor),https://www.bbc.co.uk/programmes/p009n07j
Mon 18 Oct 1976,Anthony Powell,song,Constant Lambert,The Rio Grande,https://www.bbc.co.uk/programmes/p009n07j
Mon 18 Oct 1976,Anthony Powell,song,Darius Milhaud,La Création du monde,https://www.bbc.co.uk/programmes/p009n07j
Mon 18 Oct 1976,Anthony Powell,song,Claude Debussy,Ibéria (from Images),https://www.bbc.co.uk/programmes/p009n07j
Mon 18 Oct 1976,Anthony Powell,book,n/a,A Hero of Our Time - Mikhail Lermontov,https://www.bbc.co.uk/programmes/p009n07j
Mon 18 Oct 1976,Anthony Powell,luxury,n/a,Wine,https://www.bbc.co.uk/programmes/p009n07j
Mon 11 Oct 1976,Alan Bates,song,The Who,I'm Free,https://www.bbc.co.uk/programmes/p009n09w
Mon 11 Oct 1976,Alan Bates,song,not listed,"Fantaisie-Impromptu in C sharp minor, Op. 66",https://www.bbc.co.uk/programmes/p009n09w
Mon 11 Oct 1976,Alan Bates,song,Gabriel Fauré,"Après un rêve, Op. 7/1",https://www.bbc.co.uk/programmes/p009n09w
Mon 11 Oct 1976,Alan Bates,song,Giovanni Battista Pergolesi,Flute Concerto No. 1 in G major,https://www.bbc.co.uk/programmes/p009n09w
Mon 11 Oct 1976,Alan Bates,song,Nina Simone,"Ain't Got No, I Got Life",https://www.bbc.co.uk/programmes/p009n09w
Mon 11 Oct 1976,Alan Bates,song,Johann Sebastian Bach,Brandenburg Concerto No. 3 in G Major,https://www.bbc.co.uk/programmes/p009n09w
Mon 11 Oct 1976,Alan Bates,song,Larry Kert,Something's Coming,https://www.bbc.co.uk/programmes/p009n09w
Mon 11 Oct 1976,Alan Bates,song,Luigi Boccherini,Cello Concerto in B Flat,https://www.bbc.co.uk/programmes/p009n09w
Mon 11 Oct 1976,Alan Bates,book,n/a,Anthology of Poetry,https://www.bbc.co.uk/programmes/p009n09w
Mon 11 Oct 1976,Alan Bates,luxury,n/a,Flute,https://www.bbc.co.uk/programmes/p009n09w
